year,tournament,start_date,end_date,location,court_surface,prize_money,currency,masters
2010,serbia-f6-futures_itf_procircuit0,2010-08-16,2010-08-22,SRB,Clay,,,25
2004,netherlands-f2-futures_itf_procircuit0,2004-06-28,2004-07-04,NED,Clay,,,25
2000,poland-f6-futures_itf_procircuit0,2000-09-11,2000-09-17,POL,Clay,,,25
2001,barbados-f1-futures_itf_procircuit0,2001-11-05,2001-11-11,BAR,Hard,,,25
2000,spain-f10-futures_itf_procircuit0,2000-09-11,2000-09-17,ESP,Hard,,,25
2004,canada-f5-futures_itf_procircuit0,2004-06-28,2004-07-04,CAN,Hard,,,25
2001,czech-rep.-f5-futures_itf_procircuit0,2001-11-05,2001-11-11,CZE,Hard,,,25
2008,bolivia-f1-futures_itf_procircuit0,2008-09-08,2008-09-14,BOL,Clay,,,25
2004,denmark-f1-futures_itf_procircuit0,2004-06-28,2004-07-04,DEN,Clay,,,25
2001,switzerland-f2-futures_itf_procircuit0,2001-11-05,2001-11-11,SUI,Carpet,,,25
2010,brazil-f21-futures_itf_procircuit0,2010-08-23,2010-08-29,BRA,Clay,,,25
2004,italy-f14-futures_itf_procircuit0,2004-06-28,2004-07-04,ITA,Clay,,,25
2010,slovak-rep.-f3-futures_itf_procircuit0,2010-08-16,2010-08-22,SVK,Clay,,,25
2008,bulgaria-f8-futures_itf_procircuit0,2008-09-08,2008-09-14,BUL,Clay,,,25
2010,italy-f26-futures_itf_procircuit0,2010-09-13,2010-09-19,ITA,Hard,,,25
2010,thailand-f3-futures_itf_procircuit0,2010-08-16,2010-08-22,THA,Hard,,,25
2014,spain-f8-futures_itf_procircuit0,2014-05-05,2014-05-11,ESP,Clay,,,25
2008,burundi-f1-futures_itf_procircuit0,2008-09-08,2008-09-14,BDI,Clay,,,25
2010,morocco-f6-futures_itf_procircuit0,2010-09-13,2010-09-19,MAR,Clay,,,25
2010,spain-f33-futures_itf_procircuit0,2010-09-13,2010-09-19,ESP,Hard,,,25
2014,sweden-f2-futures_itf_procircuit0,2014-05-05,2014-05-11,SWE,Clay,,,25
2018,belgium-f5-futures_itf_procircuit0,2018-07-23,2018-07-29,BEL,Clay,,,25
2018,jurmala-open_itf_juniors0,2018-03-26,2018-03-30,LAT,Hard,,,0
2018,jurmala-open_itf_juniors1,2018-03-26,2018-03-30,LAT,Hard,,,0
2011,china-junior-3-shenzhen_itf_juniors1,2011-03-01,2011-03-06,CHN,Hard,,,0
2015,safina-cup-2015_itf_juniors0,2015-01-21,2015-01-25,CZE,Hard,,,0
2011,riaan-venter-junior-itf_itf_juniors0,2011-03-07,2011-03-11,RSA,Hard,,,0
2012,ruc-tennis-junior-open_itf_juniors1,2012-03-05,2012-03-10,MAR,Clay,,,0
2011,riaan-venter-junior-itf_itf_juniors1,2011-03-07,2011-03-11,RSA,Hard,,,0
1994,spain-1-masters_itf_procircuit0,1994-02-04,1994-03-06,ESP,Hard,,,25
2011,itf-high-coast-junior-world-ranking-tournament_itf_juniors0,2011-03-07,2011-03-12,SWE,Hard,,,0
1994,spain-1-masters_itf_procircuit1,1994-02-04,1994-03-06,ESP,Hard,,,25
1962,us-championships,1962-08-29,1962-09-10,USA,Hard,,,2000
2011,itf-high-coast-junior-world-ranking-tournament_itf_juniors1,2011-03-07,2011-03-12,SWE,Hard,,,0
2012,itf-kramfors-high-coast-junior-world-ranking-tournament-2012_itf_juniors0,2012-03-05,2012-03-10,SWE,Hard,,,0
2015,safina-cup-2015_itf_juniors1,2015-01-21,2015-01-25,CZE,Hard,,,0
2011,ruc-tennis-junior-open_itf_juniors0,2011-03-07,2011-03-12,MAR,Clay,,,0
1994,spain-1-masters_itf_procircuit2,1994-02-04,1994-03-06,ESP,Hard,,,25
2011,chang-ltat-itf-junior-championships_itf_juniors0,2011-03-07,2011-03-12,THA,Hard,,,0
1994,spain-1-masters_itf_procircuit3,1994-02-04,1994-03-06,ESP,Hard,,,25
1963,us-championships,1963-08-28,1963-09-08,USA,Hard,,,2000
2012,itf-kramfors-high-coast-junior-world-ranking-tournament-2012_itf_juniors1,2012-03-05,2012-03-10,SWE,Hard,,,0
2015,siroki-brijeg-open_itf_juniors0,2015-01-21,2015-01-25,BIH,Carpet,,,0
2012,costa-rica-bowl_itf_juniors0,2012-03-05,2012-03-10,CRC,Hard,,,0
2015,siroki-brijeg-open_itf_juniors1,2015-01-21,2015-01-25,BIH,Carpet,,,0
2015,australian-open-junior-championships_itf_juniors0,2015-01-24,2015-01-31,AUS,Hard,,,0
1994,great-britain-1-masters_itf_procircuit1,1994-02-07,1994-03-04,GBR,Carpet,,,25
2000,brazil-f1-futures_itf_procircuit0,2000-09-18,2000-09-24,BRA,Clay,,,25
2015,australian-open-junior-championships_itf_juniors1,2015-01-24,2015-01-31,AUS,Hard,,,0
2015,ecuador-grade-1-itf_itf_juniors0,2015-01-26,2015-01-31,ECU,Clay,,,0
2000,italy-f11-futures_itf_procircuit0,2000-09-18,2000-09-24,ITA,Hard,,,25
1997,portugal-2-masters_itf_procircuit3,1997-02-01,1997-03-02,POR,Clay,,,25
1997,portugal-2-masters_itf_procircuit0,1997-02-01,1997-03-02,POR,Clay,,,25
1997,portugal-2-masters_itf_procircuit1,1997-02-01,1997-03-02,POR,Clay,,,25
1997,portugal-2-masters_itf_procircuit2,1997-02-01,1997-03-02,POR,Clay,,,25
2000,ukraine-f1-futures_itf_procircuit0,2000-09-18,2000-09-24,UKR,Clay,,,25
2004,romania-f9-futures_itf_procircuit0,2004-06-28,2004-07-04,ROU,Clay,,,25
2001,thailand-f1-futures_itf_procircuit0,2001-11-05,2001-11-11,THA,Hard,,,25
2000,usa-f22b-futures_itf_procircuit0,2000-09-18,2000-09-24,USA,Clay,,,25
1997,austria-1-masters_itf_procircuit2,1997-02-08,1997-03-07,AUT,Carpet,,,25
1997,austria-1-masters_itf_procircuit3,1997-02-08,1997-03-07,AUT,Carpet,,,25
1997,austria-1-masters_itf_procircuit0,1997-02-08,1997-03-07,AUT,Carpet,,,25
1997,austria-1-masters_itf_procircuit1,1997-02-08,1997-03-07,AUT,Carpet,,,25
2004,austria-f1-futures_itf_procircuit0,2004-07-05,2004-07-10,AUT,Clay,,,25
2000,bolivia-f1-futures_itf_procircuit0,2000-09-18,2000-09-24,BOL,Clay,,,25
2000,great-britain-f8-futures_itf_procircuit0,2000-09-18,2000-09-24,GBR,Hard,,,25
2010,paraguay-f2-futures_itf_procircuit0,2010-10-25,2010-10-31,PAR,Clay,,,25
2010,sweden-f1-futures_itf_procircuit0,2010-09-13,2010-09-19,SWE,Hard,,,25
2000,japan-f7-futures_itf_procircuit0,2000-09-18,2000-09-24,JPN,Hard,,,25
2008,russia-f7-futures_itf_procircuit0,2008-09-08,2008-09-14,RUS,Clay,,,25
2004,france-f10-futures_itf_procircuit0,2004-07-05,2004-07-11,FRA,Clay,,,25
2010,portugal-f4-futures_itf_procircuit0,2010-09-27,2010-10-03,POR,Clay,,,25
2004,spain-f13-futures_itf_procircuit0,2004-07-05,2004-07-11,ESP,Clay,,,25
2004,denmark-f2-futures_itf_procircuit0,2004-07-05,2004-07-11,DEN,Clay,,,25
2008,thailand-f5-futures_itf_procircuit0,2008-09-08,2008-09-14,THA,Hard,,,25
2010,thailand-f4-futures_itf_procircuit0,2010-11-08,2010-11-14,THA,Hard,,,25
2010,spain-f38-futures_itf_procircuit0,2010-10-25,2010-10-31,ESP,Clay,,,25
2008,usa-f22-futures_itf_procircuit0,2008-09-08,2008-09-14,USA,Hard,,,25
1973,charleston-wv,1973-03-12,1973-03-15,USA,Carpet,15000,$,
1984,masters,1985-01-08,1985-01-13,USA,Hard,400000,$,2500
2010,turkey-f15-futures_itf_procircuit0,2010-11-08,2010-11-14,TUR,Clay,,,25
2014,turkey-f15-futures_itf_procircuit0,2014-05-05,2014-05-11,TUR,Hard,,,25
2010,australia-f13-futures_itf_procircuit0,2010-11-29,2010-12-05,AUS,Hard,,,25
2011,chang-ltat-itf-junior-championships_itf_juniors1,2011-03-07,2011-03-12,THA,Hard,,,0
2013,sanchez-casal-junior-cup_itf_juniors1,2013-10-07,2013-10-12,ESP,Clay,,,0
2011,31st-asuncion-bowl_itf_juniors0,2011-03-07,2011-03-12,PAR,Clay,,,0
2013,pan-american-itf_itf_juniors0,2013-10-07,2013-10-12,USA,Hard,,,0
2000,sweden-f1-futures_itf_procircuit0,2000-09-18,2000-09-24,SWE,Carpet,,,25
2005,bogota_challenger,2005-10-17,2005-10-23,Colombia,Clay,50000,$,100
2005,calabasas_challenger,2005-10-17,2005-10-23,USA,Hard,50000,$,100
2018,2018-jeju-international-junior-championships_itf_juniors1,2018-03-26,2018-04-01,KOR,Hard,,,0
2011,31st-asuncion-bowl_itf_juniors1,2011-03-07,2011-03-12,PAR,Clay,,,0
2011,costa-rica-bowl_itf_juniors0,2011-03-07,2011-03-12,CRC,Hard,,,0
2011,costa-rica-bowl_itf_juniors1,2011-03-07,2011-03-12,CRC,Hard,,,0
2012,19th-sarawak-chief-minister's-cup-(i)_itf_juniors0,2012-03-13,2012-03-18,MAS,Hard,,,0
2011,43rd-brunei-itf-junior-circuit_itf_juniors0,2011-03-08,2011-03-13,BRU,Hard,,,0
2015,babolat-hrt-autumn-cup_itf_juniors1,2015-10-12,2015-10-17,DEN,Hard,,,0
2011,43rd-brunei-itf-junior-circuit_itf_juniors1,2011-03-08,2011-03-13,BRU,Hard,,,0
2011,china-junior-4-haikou_itf_juniors0,2011-03-08,2011-03-13,CHN,Hard,,,0
2011,china-junior-4-haikou_itf_juniors1,2011-03-08,2011-03-13,CHN,Hard,,,0
2012,19th-sarawak-chief-minister's-cup-(i)_itf_juniors1,2012-03-13,2012-03-18,MAS,Hard,,,0
2011,itf-kramfors-junior-challenge-2011_itf_juniors0,2011-03-14,2011-03-18,SWE,Clay,,,0
2011,itf-kramfors-junior-challenge-2011_itf_juniors1,2011-03-14,2011-03-18,SWE,Clay,,,0
2015,pan-american-itf-championship-itf-presented-by-the-tulsa-sports-commission_itf_juniors0,2015-10-12,2015-10-17,USA,Hard,,,0
2011,riad-21_itf_juniors0,2011-03-14,2011-03-19,MAR,Clay,,,0
2012,2012-nan-ying-cup-international-junior-champs_itf_juniors0,2012-03-13,2012-03-18,TPE,Clay,,,0
2011,riad-21_itf_juniors1,2011-03-14,2011-03-19,MAR,Clay,,,0
2011,panama-bowl_itf_juniors0,2011-03-14,2011-03-19,PAN,Clay,,,0
2011,panama-bowl_itf_juniors1,2011-03-14,2011-03-19,PAN,Clay,,,0
2012,2012-nan-ying-cup-international-junior-champs_itf_juniors1,2012-03-13,2012-03-18,TPE,Clay,,,0
2011,itf4-u18-empire-cup-2011_itf_juniors0,2011-03-14,2011-03-20,SVK,Hard,,,0
2015,pan-american-itf-championship-itf-presented-by-the-tulsa-sports-commission_itf_juniors1,2015-10-12,2015-10-17,USA,Hard,,,0
2011,itf4-u18-empire-cup-2011_itf_juniors1,2011-03-14,2011-03-20,SVK,Hard,,,0
1997,israel-1-masters_itf_procircuit1,1997-02-08,1997-03-09,ISR,Hard,,,25
1997,israel-1-masters_itf_procircuit2,1997-02-08,1997-03-09,ISR,Hard,,,25
2011,banana-bowl_itf_juniors0,2011-03-14,2011-03-20,BRA,Clay,,,0
2015,osaka-mayor's-cup---world-super-junior-tennis-championships_itf_juniors0,2015-10-12,2015-10-18,JPN,Hard,,,0
2012,32nd-tashkent-itf-juniors_itf_juniors0,2012-03-19,2012-03-24,UZB,Hard,,,0
1997,israel-1-masters_itf_procircuit3,1997-02-08,1997-03-09,ISR,Hard,,,25
1997,israel-1-masters_itf_procircuit0,1997-02-08,1997-03-09,ISR,Hard,,,25
2012,32nd-tashkent-itf-juniors_itf_juniors1,2012-03-19,2012-03-24,UZB,Hard,,,0
2015,osaka-mayor's-cup---world-super-junior-tennis-championships_itf_juniors1,2015-10-12,2015-10-18,JPN,Hard,,,0
2012,itf/cat-african-closed-junior-18-&-under-championships_itf_juniors0,2012-03-19,2012-03-24,RSA,Hard,,,0
2012,itf/cat-african-closed-junior-18-&-under-championships_itf_juniors1,2012-03-19,2012-03-24,RSA,Hard,,,0
2015,itf-junior-circuit---week-2_itf_juniors0,2015-10-12,2015-10-18,SRI,Clay,,,0
2012,29th-copa-gerdau-de-tenis_itf_juniors0,2012-03-19,2012-03-25,BRA,Clay,,,0
2012,29th-copa-gerdau-de-tenis_itf_juniors1,2012-03-19,2012-03-25,BRA,Clay,,,0
1994,great-britain-1-masters_itf_procircuit2,1994-02-07,1994-03-04,GBR,Carpet,,,25
1994,great-britain-1-masters_itf_procircuit3,1994-02-07,1994-03-04,GBR,Carpet,,,25
1994,philippines-masters_itf_procircuit3,1994-02-07,1994-03-06,PHI,Clay,,,25
2004,italy-f15-futures_itf_procircuit0,2004-07-05,2004-07-11,ITA,Clay,,,25
2001,australia-f4-futures_itf_procircuit0,2001-11-12,2001-11-18,AUS,Hard,,,25
1997,philippines-masters_itf_procircuit3,1997-02-15,1997-03-15,PHI,Hard,,,25
1997,philippines-masters_itf_procircuit0,1997-02-15,1997-03-15,PHI,Hard,,,25
1997,philippines-masters_itf_procircuit1,1997-02-15,1997-03-15,PHI,Hard,,,25
1997,philippines-masters_itf_procircuit2,1997-02-15,1997-03-15,PHI,Hard,,,25
2010,mexico-f11-futures_itf_procircuit0,2010-11-29,2010-12-05,MEX,Hard,,,25
2001,brazil-f9-futures_itf_procircuit0,2001-11-12,2001-11-18,BRA,Hard,,,25
2000,sweden-f2-futures_itf_procircuit0,2000-09-25,2000-09-30,SWE,Carpet,,,25
2004,romania-f10-futures_itf_procircuit0,2004-07-05,2004-07-11,ROU,Clay,,,25
1997,france-3-masters_itf_procircuit2,1997-03-08,1997-04-06,FRA,Carpet,,,25
1997,france-3-masters_itf_procircuit3,1997-03-08,1997-04-06,FRA,Carpet,,,25
1997,france-3-masters_itf_procircuit0,1997-03-08,1997-04-06,FRA,Carpet,,,25
1997,france-3-masters_itf_procircuit1,1997-03-08,1997-04-06,FRA,Carpet,,,25
2004,ukraine-f3-futures_itf_procircuit0,2004-07-05,2004-07-11,UKR,Clay,,,25
2011,france-f2-futures_itf_procircuit0,2011-01-31,2011-02-06,FRA,Hard,,,25
2008,australia-f6-futures_itf_procircuit0,2008-09-15,2008-09-21,AUS,Hard,,,25
2004,usa-f18-futures_itf_procircuit0,2004-07-05,2004-07-11,USA,Clay,,,25
2011,usa-f8-futures_itf_procircuit0,2011-03-28,2011-04-03,USA,Hard,,,25
2011,spain-f4-futures_itf_procircuit0,2011-01-31,2011-02-06,ESP,Clay,,,25
2011,usa-f4-futures_itf_procircuit0,2011-01-31,2011-02-06,USA,Clay,,,25
2008,brazil-f20-futures_itf_procircuit0,2008-09-15,2008-09-21,BRA,Clay,,,25
2008,france-f15-futures_itf_procircuit0,2008-09-15,2008-09-21,FRA,Hard,,,25
2011,chile-f1-futures_itf_procircuit0,2011-03-28,2011-04-03,CHI,Clay,,,25
2018,georgia-f3-futures_itf_procircuit0,2018-07-23,2018-07-29,GEO,Clay,,,25
2011,croatia-f4-futures_itf_procircuit0,2011-03-28,2011-04-03,CRO,Clay,,,25
2014,usa-f13-futures_itf_procircuit0,2014-05-05,2014-05-11,USA,Clay,,,25
2014,mexico-f4-futures_itf_procircuit0,2014-05-12,2014-05-18,MEX,Hard,,,25
2004,germany-f10-futures_itf_procircuit0,2004-07-05,2004-07-11,Germany,Clay,,,25
2008,germany-f19-futures_itf_procircuit0,2008-09-08,2008-09-14,Germany,Clay,,,25
2018,germany-f9-futures_itf_procircuit0,2018-07-23,2018-07-29,Germany,Clay,,,25
2011,banana-bowl_itf_juniors1,2011-03-14,2011-03-20,BRA,Clay,,,0
2011,17th-sarawak-chief-minister's-cup_itf_juniors0,2011-03-15,2011-03-20,MAS,Hard,,,0
2011,17th-sarawak-chief-minister's-cup_itf_juniors1,2011-03-15,2011-03-20,MAS,Hard,,,0
2012,23rd-mitsubishi-lancer-international-junior_itf_juniors0,2012-03-20,2012-03-25,PHI,Hard,,,0
2011,itf-oslo-indoor-2011_itf_juniors0,2011-03-21,2011-03-26,NOR,Hard,,,0
2011,itf-oslo-indoor-2011_itf_juniors1,2011-03-21,2011-03-26,NOR,Hard,,,0
2011,copa-gerdau_itf_juniors0,2011-03-21,2011-03-27,BRA,Clay,,,0
2012,23rd-mitsubishi-lancer-international-junior_itf_juniors1,2012-03-20,2012-03-25,PHI,Hard,,,0
2011,copa-gerdau_itf_juniors1,2011-03-21,2011-03-27,BRA,Clay,,,0
2011,luxembourg-indoor-junior-open_itf_juniors0,2011-03-22,2011-03-26,LUX,Hard,,,0
2018,2018-sunchang-international-junior-championships_itf_juniors0,2018-04-02,2018-04-08,KOR,Hard,,,0
2011,luxembourg-indoor-junior-open_itf_juniors1,2011-03-22,2011-03-26,LUX,Hard,,,0
2012,28th-perin-memorial_itf_juniors0,2012-03-20,2012-03-25,CRO,Clay,,,0
2011,2011-nan-ying-cup-championships-ii_itf_juniors0,2011-03-22,2011-03-27,TPE,Clay,,,0
2011,2011-nan-ying-cup-championships-ii_itf_juniors1,2011-03-22,2011-03-27,TPE,Clay,,,0
2011,22nd-mitsubishi-lancer-international-juniors-championships_itf_juniors0,2011-03-22,2011-03-27,PHI,Hard,,,0
2012,28th-perin-memorial_itf_juniors1,2012-03-20,2012-03-25,CRO,Clay,,,0
2011,22nd-mitsubishi-lancer-international-juniors-championships_itf_juniors1,2011-03-22,2011-03-27,PHI,Hard,,,0
2015,itf-junior-circuit---week-2_itf_juniors1,2015-10-12,2015-10-18,SRI,Clay,,,0
2015,copa-guga-kuerten-2015_itf_juniors0,2015-10-12,2015-10-18,BRA,Clay,,,0
2012,2nd-qatar-itf-junior-open-2012_itf_juniors0,2012-03-26,2012-03-30,QAT,Hard,,,0
2015,copa-guga-kuerten-2015_itf_juniors1,2015-10-12,2015-10-18,BRA,Clay,,,0
2012,2nd-qatar-itf-junior-open-2012_itf_juniors1,2012-03-26,2012-03-30,QAT,Hard,,,0
2012,usta-claremont-itf_itf_juniors0,2012-03-26,2012-03-31,USA,Hard,,,0
2015,rio-de-la-plata-cup_itf_juniors0,2015-10-13,2015-10-18,ARG,Clay,,,0
2012,usta-claremont-itf_itf_juniors1,2012-03-26,2012-03-31,USA,Hard,,,0
2015,rio-de-la-plata-cup_itf_juniors1,2015-10-13,2015-10-18,ARG,Clay,,,0
2012,barbados-junior-international-2012_itf_juniors0,2012-03-26,2012-03-31,BAR,Hard,,,0
2015,4º-torneo-internacional-junior-de-pontevedra_itf_juniors0,2015-10-13,2015-10-18,ESP,Hard,,,0
2015,4º-torneo-internacional-junior-de-pontevedra_itf_juniors1,2015-10-13,2015-10-18,ESP,Hard,,,0
2004,austria-f2-futures_itf_procircuit0,2004-07-12,2004-07-17,AUT,Clay,,,25
1997,greece-1-masters_itf_procircuit3,1997-03-08,1997-04-06,GRE,Hard,,,25
1997,greece-1-masters_itf_procircuit0,1997-03-08,1997-04-06,GRE,Hard,,,25
1997,greece-1-masters_itf_procircuit1,1997-03-08,1997-04-06,GRE,Hard,,,25
1997,greece-1-masters_itf_procircuit2,1997-03-08,1997-04-06,GRE,Hard,,,25
1994,philippines-masters_itf_procircuit0,1994-02-07,1994-03-06,PHI,Clay,,,25
1994,philippines-masters_itf_procircuit1,1994-02-07,1994-03-06,PHI,Clay,,,25
1994,philippines-masters_itf_procircuit2,1994-02-07,1994-03-06,PHI,Clay,,,25
2000,usa_itf_procircuit2,2000-09-11,2000-10-08,USA,Hard,,,25
2000,usa_itf_procircuit3,2000-09-11,2000-10-08,USA,Hard,,,25
2000,usa_itf_procircuit0,2000-09-11,2000-10-08,USA,Hard,,,25
1994,israel-1-masters_itf_procircuit0,1994-02-19,1994-03-17,ISR,Hard,,,25
2000,usa_itf_procircuit1,2000-09-11,2000-10-08,USA,Hard,,,25
2011,spain-f10-futures_itf_procircuit0,2011-03-28,2011-04-03,ESP,Clay,,,25
2004,france-f11-futures_itf_procircuit0,2004-07-12,2004-07-18,FRA,Clay,,,25
2004,morocco-f2-futures_itf_procircuit0,2004-07-19,2004-07-25,MAR,Clay,,,25
2001,mexico-f12-futures_itf_procircuit0,2001-11-12,2001-11-18,MEX,Hard,,,25
2004,romania-f12-futures_itf_procircuit0,2004-07-19,2004-07-25,ROU,Clay,,,25
2011,switzerland-f3-futures_itf_procircuit0,2011-03-28,2011-04-03,SUI,Carpet,,,25
2001,usa-f26-futures_itf_procircuit0,2001-11-12,2001-11-18,USA,Hard,,,25
2008,great-britain-f15-futures_itf_procircuit0,2008-09-15,2008-09-21,GBR,Hard,,,25
2014,bosnia-&-herzegovina-f2-futures_itf_procircuit0,2014-05-12,2014-05-18,BIH,Clay,,,25
2011,thailand-f1-futures_itf_procircuit0,2011-03-28,2011-04-03,THA,Hard,,,25
2011,france-f6-futures_itf_procircuit0,2011-04-11,2011-04-17,FRA,Clay,,,25
2008,japan-f9-futures_itf_procircuit0,2008-09-15,2008-09-21,JPN,Carpet,,,25
2014,croatia-f9-futures_itf_procircuit0,2014-05-12,2014-05-18,CRO,Clay,,,25
2018,indonesia-f1-futures_itf_procircuit0,2018-07-23,2018-07-29,INA,Hard,,,25
2015,yonex-itf-hamburg_itf_juniors1,2015-01-20,2015-01-25,Germany,Carpet,,,0
1997,mexico-1-masters_itf_procircuit0,1997-03-08,1997-04-06,MEX,Hard,,,25
1997,mexico-1-masters_itf_procircuit1,1997-03-08,1997-04-06,MEX,Hard,,,25
2013,pan-american-itf_itf_juniors1,2013-10-07,2013-10-12,USA,Hard,,,0
2013,5a-copa-santa-catarina-internacional_itf_juniors0,2013-10-07,2013-10-12,BRA,Clay,,,0
2000,egypt-3_itf_procircuit0,2000-09-11,2000-10-08,EGY,Clay,,,25
2000,egypt-3_itf_procircuit1,2000-09-11,2000-10-08,EGY,Clay,,,25
2004,spain-f15-futures_itf_procircuit0,2004-07-19,2004-07-25,ESP,Clay,,,25
2010,napoli_challenger,2010-03-29,2010-04-04,Italy,Clay,30000,€,100
2018,2018-yeongwol-international-junior-championships_itf_juniors0,2018-04-09,2018-04-15,KOR,Hard,,,0
2013,5a-copa-santa-catarina-internacional_itf_juniors1,2013-10-07,2013-10-12,BRA,Clay,,,0
2012,16th-namangan-itf-juniors-grade-3_itf_juniors0,2012-03-26,2012-03-31,UZB,Hard,,,0
2015,widjojo-soejono-mnc-group-pelindo-v-2015-itf-junior-circuit_itf_juniors0,2015-10-13,2015-10-18,INA,Hard,,,0
1994,israel-1-masters_itf_procircuit3,1994-02-19,1994-03-17,ISR,Hard,,,25
2012,16th-namangan-itf-juniors-grade-3_itf_juniors1,2012-03-26,2012-03-31,UZB,Hard,,,0
2015,widjojo-soejono-mnc-group-pelindo-v-2015-itf-junior-circuit_itf_juniors1,2015-10-13,2015-10-18,INA,Hard,,,0
2015,itf-international-juniors-championship-g4-ipoh-2015_itf_juniors0,2015-10-13,2015-10-18,MAS,Hard,,,0
1994,israel-1-masters_itf_procircuit1,1994-02-19,1994-03-17,ISR,Hard,,,25
2015,itf-international-juniors-championship-g4-ipoh-2015_itf_juniors1,2015-10-13,2015-10-18,MAS,Hard,,,0
2018,al-solaimaneyah-itf-junior-tournament_itf_juniors1,2018-04-16,2018-04-21,EGY,Clay,,,0
2015,curro-junior-itf-week-1_itf_juniors0,2015-10-19,2015-10-23,RSA,Hard,,,0
1994,israel-1-masters_itf_procircuit2,1994-02-19,1994-03-17,ISR,Hard,,,25
2015,curro-junior-itf-week-1_itf_juniors1,2015-10-19,2015-10-23,RSA,Hard,,,0
2015,riad-21_itf_juniors0,2015-10-19,2015-10-24,MAR,Clay,,,0
1997,mexico-1-masters_itf_procircuit2,1997-03-08,1997-04-06,MEX,Hard,,,25
2015,riad-21_itf_juniors1,2015-10-19,2015-10-24,MAR,Clay,,,0
2012,torneo-sudamericano-individual_itf_juniors0,2012-03-26,2012-04-01,BOL,Clay,,,0
2018,open-d'istres_itf_juniors0,2018-04-16,2018-04-21,FRA,Clay,,,0
1997,mexico-1-masters_itf_procircuit3,1997-03-08,1997-04-06,MEX,Hard,,,25
2012,torneo-sudamericano-individual_itf_juniors1,2012-03-26,2012-04-01,BOL,Clay,,,0
2011,barbados-junior-international-tennis-2011_itf_juniors0,2011-03-28,2011-04-01,BAR,Hard,,,0
2011,barbados-junior-international-tennis-2011_itf_juniors1,2011-03-28,2011-04-01,BAR,Hard,,,0
2012,vendimia-cup-2012_itf_juniors0,2012-03-27,2012-04-01,ARG,Clay,,,0
2011,vendimia-cup_itf_juniors0,2011-03-28,2011-04-01,ARG,Clay,,,0
2012,vendimia-cup-2012_itf_juniors1,2012-03-27,2012-04-01,ARG,Clay,,,0
2011,vendimia-cup_itf_juniors1,2011-03-28,2011-04-01,ARG,Clay,,,0
2012,indore-itf-juniors_itf_juniors0,2012-04-02,2012-04-07,IND,Hard,,,0
2012,indore-itf-juniors_itf_juniors1,2012-04-02,2012-04-07,IND,Hard,,,0
2012,malta-itf-u/18-world-ranking-tournament_itf_juniors0,2012-04-02,2012-04-07,MLT,Hard,,,0
2012,malta-itf-u/18-world-ranking-tournament_itf_juniors1,2012-04-02,2012-04-07,MLT,Hard,,,0
2000,egypt-3_itf_procircuit2,2000-09-11,2000-10-08,EGY,Clay,,,25
2000,egypt-3_itf_procircuit3,2000-09-11,2000-10-08,EGY,Clay,,,25
1997,egypt-1-masters_itf_procircuit0,1997-03-22,1997-04-18,EGY,Clay,,,25
1997,egypt-1-masters_itf_procircuit1,1997-03-22,1997-04-18,EGY,Clay,,,25
1997,egypt-1-masters_itf_procircuit2,1997-03-22,1997-04-18,EGY,Clay,,,25
1997,egypt-1-masters_itf_procircuit3,1997-03-22,1997-04-18,EGY,Clay,,,25
2000,brazil-f2-futures_itf_procircuit0,2000-09-25,2000-10-01,BRA,Clay,,,25
2001,czech-rep.-f6-futures_itf_procircuit0,2001-11-12,2001-11-18,CZE,Hard,,,25
2000,france-f19-futures_itf_procircuit0,2000-09-25,2000-10-01,FRA,Hard,,,25
1997,brazil-1-masters_itf_procircuit0,1997-04-05,1997-05-04,BRA,Clay,,,25
1997,brazil-1-masters_itf_procircuit1,1997-04-05,1997-05-04,BRA,Clay,,,25
1997,brazil-1-masters_itf_procircuit2,1997-04-05,1997-05-04,BRA,Clay,,,25
1997,brazil-1-masters_itf_procircuit3,1997-04-05,1997-05-04,BRA,Clay,,,25
2011,italy-f5-futures_itf_procircuit0,2011-04-11,2011-04-17,ITA,Clay,,,25
2000,italy-f12-futures_itf_procircuit0,2000-09-25,2000-10-01,ITA,Hard,,,25
